team,season,week,opponent,is_home,total_line,spread_line,team_implied_total,opponent_implied_total,rolling_4wk_avg_sacks_allowed,rolling_4wk_avg_turnovers_committed,sacks,interceptions,fumbles_recovered,defensive_tds,points_allowed,dk_fantasy_points,dk_showdown_captain_points
NYG,2023,8,NYJ,1,35.0,-3.0,19.0,16.0,3.5,0.75,4.0,0.0,2.0,0.0,13.0,12.0,18.0
NYG,2023,9,LV,0,38.5,-1.0,19.75,18.75,2.75,1.5,0.0,0.0,0.0,0.0,30.0,-1.0,-1.5
NYG,2023,10,DAL,0,38.5,-17.5,28.0,10.5,4.25,1.5,0.0,2.0,0.0,0.0,49.0,0.0,0.0
NYG,2023,11,WAS,0,39.0,-7.5,23.25,15.75,3.25,1.5,4.0,3.0,3.0,1.0,19.0,23.0,34.5
NYG,2023,12,NE,1,36.5,-4.5,20.5,16.0,2.25,1.25,2.0,3.0,0.0,0.0,7.0,12.0,18.0
NYG,2023,14,GB,1,37.5,-6.0,21.75,15.75,1.5,0.5,2.0,1.0,2.0,0.0,22.0,8.0,12.0
NYG,2023,15,NO,0,39.5,-6.0,22.75,16.75,1.75,1.75,1.0,0.0,0.0,0.0,24.0,1.0,1.5
NYG,2023,16,PHI,0,41.0,-14.0,27.5,13.5,1.5,1.75,1.0,1.0,1.0,1.0,33.0,10.0,15.0
NYG,2023,17,LA,1,43.5,-6.0,24.75,18.75,1.5,0.5,4.0,2.0,1.0,1.0,26.0,16.0,24.0
NYG,2023,18,PHI,1,43.0,-4.5,23.75,19.25,0.5,2.0,5.0,2.0,2.0,0.0,10.0,17.0,25.5
NYG,2024,1,MIN,1,42.5,-1.0,21.75,20.75,3.75,2.75,1.0,1.0,1.0,0.0,28.0,4.0,6.0
NYG,2024,2,WAS,0,42.5,-1.5,22.0,20.5,2.0,1.75,5.0,0.0,0.0,0.0,21.0,5.0,7.5
NYG,2024,3,CLE,0,38.0,-6.5,22.25,15.75,3.0,1.75,8.0,0.0,2.0,0.0,15.0,13.0,19.5
NYG,2024,4,DAL,1,45.0,-5.5,25.25,19.75,2.25,1.0,1.0,0.0,0.0,0.0,20.0,2.0,3.0
NYG,2024,5,SEA,0,42.5,-7.0,24.75,17.75,2.75,1.25,7.0,0.0,1.0,1.0,20.0,16.0,24.0
NYG,2024,6,CIN,1,46.0,-4.5,25.25,20.75,2.0,0.75,4.0,0.0,1.0,0.0,17.0,7.0,10.5
NYG,2024,7,PHI,1,42.0,-3.0,22.5,19.5,3.0,1.0,5.0,0.0,0.0,0.0,28.0,4.0,6.0
NYG,2024,8,PIT,0,37.5,-6.0,21.75,15.75,2.75,0.75,4.0,0.0,1.0,0.0,26.0,6.0,9.0
NYG,2024,9,WAS,1,44.5,-4.5,24.5,20.0,2.25,0.5,0.0,0.0,0.0,0.0,27.0,0.0,0.0
NYG,2024,10,CAR,0,40.5,6.5,17.0,23.5,1.25,1.75,1.0,0.0,1.0,0.0,20.0,4.0,6.0
NYG,2024,12,TB,1,40.5,-6.5,23.5,17.0,1.75,1.5,0.0,0.0,1.0,0.0,30.0,1.0,1.5
NYG,2024,13,DAL,0,39.0,-4.5,21.75,17.25,3.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
NYG,2024,14,NO,1,41.0,-5.5,23.25,17.75,0.5,0.5,2.0,1.0,0.0,0.0,14.0,5.0,7.5
NYG,2024,15,BAL,1,43.5,-16.5,30.0,13.5,1.5,0.75,3.0,0.0,1.0,0.0,35.0,1.0,1.5
NYG,2024,16,ATL,0,42.5,-9.5,26.0,16.5,2.25,2.25,0.0,1.0,0.0,0.0,34.0,1.0,1.5
NYG,2024,17,IND,1,40.5,-7.5,24.0,16.5,0.75,2.0,2.0,2.0,1.0,0.0,33.0,7.0,10.5
NYG,2024,18,PHI,0,36.5,-3.0,19.75,16.75,2.75,0.75,2.0,0.0,0.0,0.0,20.0,3.0,4.5
NYJ,2020,1,BUF,0,39.5,-6.5,23.0,16.5,0.0,0.0,3.0,0.0,2.0,0.0,27.0,7.0,10.5
NYJ,2020,2,SF,1,41.5,-7.0,24.25,17.25,3.0,0.0,3.0,1.0,0.0,0.0,31.0,4.0,6.0
NYJ,2020,3,IND,0,44.0,-12.5,28.25,15.75,1.5,1.5,0.0,0.0,0.0,0.0,36.0,-4.0,-6.0
NYJ,2020,4,DEN,1,41.0,1.0,20.0,21.0,4.333333333333333,1.6666666666666667,0.0,3.0,0.0,1.0,37.0,8.0,12.0
NYJ,2020,5,ARI,1,48.5,-7.0,27.75,20.75,1.75,1.75,1.0,1.0,0.0,0.0,30.0,2.0,3.0
NYJ,2020,6,MIA,0,46.0,-9.5,27.75,18.25,1.75,0.5,2.0,2.0,0.0,0.0,24.0,6.0,9.0
NYJ,2020,7,BUF,1,47.0,-9.5,28.25,18.75,1.5,1.5,2.0,0.0,1.0,0.0,18.0,5.0,7.5
NYJ,2020,8,KC,0,49.0,-20.0,34.5,14.5,2.25,1.0,0.0,0.0,0.0,0.0,35.0,-4.0,-6.0
NYJ,2020,9,NE,1,41.5,-9.5,25.5,16.0,2.5,3.0,0.0,0.0,0.0,0.0,30.0,-1.0,-1.5
NYJ,2020,11,LAC,0,47.0,-10.0,28.5,18.5,1.75,0.75,3.0,0.0,1.0,0.0,34.0,4.0,6.0
NYJ,2020,12,MIA,1,46.0,-7.5,26.75,19.25,2.5,1.0,4.0,0.0,2.0,0.0,20.0,9.0,13.5
NYJ,2020,13,LV,1,48.0,-7.5,27.75,20.25,1.5,2.0,2.0,1.0,1.0,0.0,31.0,5.0,7.5
NYJ,2020,14,SEA,0,49.5,-16.5,33.0,16.5,4.0,1.25,1.0,1.0,0.0,0.0,40.0,-1.0,-1.5
NYJ,2020,15,LA,0,44.5,-17.5,31.0,13.5,1.0,1.75,3.0,1.0,0.0,0.0,20.0,6.0,9.0
NYJ,2020,16,CLE,1,45.0,-6.5,25.75,19.25,0.75,0.75,4.0,0.0,2.0,0.0,16.0,9.0,13.5
NYJ,2020,17,NE,0,41.0,-3.0,22.0,19.0,3.25,0.5,3.0,0.0,0.0,0.0,28.0,2.0,3.0
NYJ,2021,1,CAR,0,44.5,-3.5,24.0,20.5,3.5,2.25,1.0,0.0,1.0,0.0,19.0,4.0,6.0
NYJ,2021,2,NE,1,43.0,-5.5,24.25,18.75,2.5,0.75,3.0,0.0,0.0,0.0,25.0,3.0,4.5
NYJ,2021,3,DEN,0,42.0,-10.5,26.25,15.75,2.25,0.75,2.0,0.0,1.0,0.0,26.0,4.0,6.0
NYJ,2021,4,TEN,1,44.5,-5.5,25.0,19.5,3.0,2.0,7.0,0.0,0.0,0.0,24.0,7.0,10.5
NYJ,2021,5,ATL,0,45.5,-3.0,24.25,21.25,2.0,1.0,0.0,0.0,2.0,0.0,27.0,4.0,6.0
NYJ,2021,7,NE,0,43.0,-7.0,25.0,18.0,2.25,2.25,1.0,0.0,0.0,0.0,54.0,-3.0,-4.5
NYJ,2021,8,CIN,1,43.5,-11.5,27.5,16.0,1.75,1.0,3.0,1.0,0.0,0.0,31.0,4.0,6.0
NYJ,2021,9,IND,0,46.0,-10.5,28.25,17.75,1.5,1.25,1.0,0.0,0.0,0.0,45.0,-3.0,-4.5
NYJ,2021,10,BUF,1,47.0,-13.0,30.0,17.0,1.75,1.0,2.0,1.0,1.0,0.0,45.0,2.0,3.0
NYJ,2021,11,MIA,1,44.5,-3.5,24.0,20.5,2.75,2.0,0.0,1.0,0.0,0.0,24.0,2.0,3.0
NYJ,2021,12,HOU,0,44.5,-3.0,23.75,20.75,3.0,2.0,5.0,1.0,0.0,0.0,14.0,8.0,12.0
NYJ,2021,13,PHI,1,44.0,-5.0,24.5,19.5,1.75,1.5,2.0,0.0,0.0,0.0,33.0,1.0,1.5
NYJ,2021,14,NO,1,42.0,-4.5,23.25,18.75,2.0,2.25,3.0,0.0,0.0,0.0,30.0,2.0,3.0
NYJ,2021,15,MIA,0,42.0,-10.5,26.25,15.75,2.0,0.5,1.0,2.0,1.0,1.0,31.0,12.0,18.0
NYJ,2021,16,JAX,1,42.5,2.5,20.0,22.5,2.25,2.0,1.0,0.0,1.0,0.0,21.0,3.0,4.5
NYJ,2021,17,TB,1,48.0,-14.5,31.25,16.75,1.5,0.75,1.0,1.0,0.0,0.0,28.0,2.0,3.0
NYJ,2021,18,BUF,0,43.0,-16.0,29.5,13.5,2.0,1.25,0.0,0.0,0.0,0.0,27.0,0.0,0.0
NYJ,2022,1,BAL,1,44.0,-6.5,25.25,18.75,2.5,1.5,2.0,1.0,0.0,0.0,24.0,4.0,6.0
NYJ,2022,2,CLE,0,38.5,-6.5,22.5,16.0,4.0,2.0,1.0,1.0,0.0,0.0,30.0,2.0,3.0
NYJ,2022,3,CIN,1,46.0,-6.5,26.25,19.75,5.25,1.25,2.0,0.0,1.0,0.0,27.0,4.0,6.0
NYJ,2022,4,PIT,0,41.0,-3.0,22.0,19.0,1.5,0.75,3.0,4.0,0.0,0.0,20.0,12.0,18.0
NYJ,2022,5,MIA,1,46.0,-3.0,24.5,21.5,1.75,1.0,2.0,1.0,1.0,0.0,17.0,7.0,10.5
NYJ,2022,6,GB,0,44.5,-7.5,26.0,18.5,1.75,1.25,4.0,0.0,1.0,1.0,10.0,16.0,24.0
NYJ,2022,7,DEN,0,37.0,2.0,17.5,19.5,3.75,0.75,1.0,1.0,0.0,0.0,9.0,7.0,10.5
NYJ,2022,8,NE,1,40.0,-3.0,21.5,18.5,1.75,2.0,6.0,1.0,0.0,0.0,22.0,8.0,12.0
NYJ,2022,9,BUF,1,46.0,-11.0,28.5,17.5,1.0,1.75,5.0,2.0,0.0,0.0,17.0,10.0,15.0
NYJ,2022,11,NE,0,38.5,-3.5,21.0,17.5,3.25,2.0,6.0,0.0,0.0,0.0,10.0,10.0,15.0
NYJ,2022,12,CHI,1,36.5,8.5,14.0,22.5,3.25,1.0,2.0,1.0,0.0,0.0,10.0,8.0,12.0
NYJ,2022,13,MIN,0,44.0,-3.0,23.5,20.5,3.5,1.25,2.0,0.0,0.0,0.0,27.0,2.0,3.0
NYJ,2022,14,BUF,0,43.5,-10.0,26.75,16.75,2.25,1.5,3.0,0.0,0.0,0.0,20.0,4.0,6.0
NYJ,2022,15,DET,1,44.0,2.0,21.0,23.0,1.0,0.5,0.0,0.0,0.0,0.0,20.0,1.0,1.5
NYJ,2022,16,JAX,1,36.5,2.5,17.0,19.5,1.75,1.25,1.0,0.0,1.0,0.0,19.0,4.0,6.0
NYJ,2022,17,SEA,0,43.0,1.0,21.0,22.0,3.0,1.5,4.0,0.0,0.0,0.0,23.0,4.0,6.0
NYJ,2022,18,MIA,0,37.5,-3.5,20.5,17.0,2.0,1.5,1.0,0.0,0.0,0.0,11.0,5.0,7.5
NYJ,2023,1,BUF,1,44.5,-2.5,23.5,21.0,2.0,1.5,5.0,3.0,1.0,1.0,16.0,20.0,30.0
NYJ,2023,2,DAL,0,38.5,-8.5,23.5,15.0,2.0,1.25,1.0,0.0,0.0,0.0,30.0,0.0,0.0
NYJ,2023,3,NE,1,35.5,-2.5,19.0,16.5,2.5,2.0,0.0,0.0,0.0,0.0,15.0,1.0,1.5
NYJ,2023,4,KC,1,41.5,-9.5,25.5,16.0,0.75,1.25,1.0,2.0,0.0,0.0,23.0,5.0,7.5
NYJ,2023,5,DEN,0,42.5,-2.5,22.5,20.0,2.75,1.25,4.0,0.0,3.0,1.0,21.0,16.0,24.0
NYJ,2023,6,PHI,1,43.0,-6.5,24.75,18.25,2.25,1.25,2.0,3.0,1.0,0.0,14.0,11.0,16.5
NYJ,2023,8,NYG,0,35.0,3.0,16.0,19.0,6.25,1.0,4.0,0.0,0.0,0.0,10.0,8.0,12.0
NYJ,2023,9,LAC,1,41.0,-3.0,22.0,19.0,2.0,1.5,5.0,0.0,0.0,0.0,27.0,5.0,7.5
NYJ,2023,10,LV,0,35.5,1.0,17.25,18.25,1.75,1.25,3.0,1.0,1.0,0.0,16.0,8.0,12.0
NYJ,2023,11,BUF,0,39.5,-8.0,23.75,15.75,1.0,2.25,1.0,1.0,0.0,0.0,32.0,2.0,3.0
NYJ,2023,12,MIA,1,40.0,-9.5,24.75,15.25,2.5,1.75,2.0,2.0,1.0,1.0,34.0,13.0,19.5
NYJ,2023,13,ATL,1,33.0,-2.0,17.5,15.5,2.5,1.25,3.0,0.0,0.0,0.0,13.0,7.0,10.5
NYJ,2023,14,HOU,1,33.5,-3.5,18.5,15.0,3.5,1.75,5.0,0.0,0.0,0.0,6.0,12.0,18.0
NYJ,2023,15,MIA,0,36.0,-7.5,21.75,14.25,2.0,2.0,3.0,0.0,0.0,0.0,30.0,2.0,3.0
NYJ,2023,16,WAS,1,36.5,3.0,16.75,19.75,3.0,2.25,1.0,2.0,0.0,0.0,28.0,4.0,6.0
NYJ,2023,17,CLE,0,33.5,-6.5,20.0,13.5,2.0,2.5,1.0,1.0,2.0,1.0,37.0,9.0,13.5
NYJ,2023,18,NE,0,28.5,-2.5,15.5,13.0,2.75,1.75,7.0,2.0,1.0,0.0,3.0,20.0,30.0
NYJ,2024,1,SF,0,43.0,-3.5,23.25,19.75,2.0,1.5,3.0,0.0,0.0,0.0,32.0,2.0,3.0
NYJ,2024,2,TEN,0,41.5,3.5,19.0,22.5,4.25,1.25,4.0,1.0,1.0,0.0,17.0,9.0,13.5
NYJ,2024,3,NE,1,39.0,6.5,16.25,22.75,3.5,2.0,7.0,0.0,1.0,0.0,3.0,16.0,24.0
NYJ,2024,4,DEN,1,39.5,7.5,16.0,23.5,2.25,2.0,0.0,0.0,1.0,0.0,10.0,6.0,9.0
NYJ,2024,5,MIN,0,42.0,-2.5,22.25,19.75,2.75,1.5,4.0,1.0,1.0,0.0,23.0,8.0,12.0
NYJ,2024,6,BUF,1,42.0,-1.0,21.5,20.5,1.0,0.25,2.0,0.0,0.0,0.0,23.0,2.0,3.0
NYJ,2024,7,PIT,0,40.0,3.0,18.5,21.5,3.0,1.0,1.0,0.0,0.0,0.0,37.0,-3.0,-4.5
NYJ,2024,8,NE,0,41.0,7.0,17.0,24.0,3.5,1.75,2.0,0.0,0.0,0.0,25.0,2.0,3.0
NYJ,2024,9,HOU,1,43.5,2.5,20.5,23.0,2.25,1.25,8.0,0.0,1.0,0.0,13.0,14.0,21.0
NYJ,2024,10,ARI,0,45.5,2.0,21.75,23.75,0.75,1.75,1.0,0.0,0.0,0.0,31.0,0.0,0.0
NYJ,2024,11,IND,1,43.0,4.0,19.5,23.5,3.0,2.25,2.0,0.0,1.0,0.0,28.0,3.0,4.5
NYJ,2024,13,SEA,1,41.5,1.0,20.25,21.25,4.25,1.5,3.0,0.0,2.0,0.0,26.0,7.0,10.5
NYJ,2024,14,MIA,0,45.0,-6.5,25.75,19.25,3.0,0.75,0.0,0.0,0.0,0.0,32.0,-1.0,-1.5
NYJ,2024,15,JAX,0,41.5,3.5,19.0,22.5,1.25,1.75,2.0,2.0,0.0,0.0,25.0,6.0,9.0
NYJ,2024,16,LA,1,47.0,-3.0,25.0,22.0,1.75,0.25,0.0,1.0,1.0,0.0,19.0,5.0,7.5
NYJ,2024,17,BUF,0,44.5,-10.0,27.25,17.25,0.25,0.25,0.0,0.0,0.0,0.0,40.0,-4.0,-6.0
NYJ,2024,18,MIA,1,39.5,1.5,19.0,20.5,1.75,1.0,4.0,2.0,2.0,0.0,20.0,13.0,19.5
PHI,2020,1,WAS,0,41.5,5.5,18.0,23.5,0.0,0.0,3.0,0.0,0.0,0.0,27.0,3.0,4.5
PHI,2020,2,LA,1,46.0,2.0,22.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,37.0,-3.0,-4.5
PHI,2020,3,CIN,1,46.5,5.5,20.5,26.0,3.0,1.5,8.0,0.0,0.0,0.0,23.0,8.0,12.0
PHI,2020,4,SF,0,45.5,-8.5,27.0,18.5,2.6666666666666665,0.3333333333333333,5.0,2.0,1.0,1.0,20.0,18.0,27.0
PHI,2020,5,PIT,0,44.0,-7.5,25.75,18.25,1.6666666666666667,0.6666666666666666,1.0,0.0,1.0,0.0,38.0,-1.0,-1.5
PHI,2020,6,BAL,1,46.5,-10.5,28.5,18.0,2.5,1.0,3.0,0.0,0.0,0.0,30.0,2.0,3.0
PHI,2020,7,NYG,1,44.5,5.0,19.75,24.75,2.5,1.5,3.0,1.0,2.0,0.0,21.0,9.0,13.5
PHI,2020,8,DAL,1,43.0,10.0,16.5,26.5,3.5,2.5,4.0,0.0,2.0,1.0,9.0,18.0,27.0
PHI,2020,10,NYG,0,45.0,4.5,20.25,24.75,3.0,1.75,3.0,0.0,0.0,0.0,27.0,3.0,4.5
PHI,2020,11,CLE,0,45.5,-2.5,24.0,21.5,1.25,1.0,3.0,0.0,1.0,0.0,22.0,5.0,7.5
PHI,2020,12,SEA,1,50.0,-6.5,28.25,21.75,4.0,1.75,2.0,0.0,0.0,0.0,23.0,2.0,3.0
PHI,2020,13,GB,0,50.0,-8.0,29.0,21.0,0.75,1.5,2.0,0.0,0.0,1.0,30.0,7.0,10.5
PHI,2020,14,NO,1,43.0,-7.5,25.25,17.75,2.75,1.5,5.0,1.0,1.0,0.0,21.0,9.0,13.5
PHI,2020,15,ARI,0,49.5,-6.5,28.0,21.5,2.0,1.0,1.0,1.0,2.0,0.0,33.0,6.0,9.0
PHI,2020,16,DAL,0,50.0,3.0,23.5,26.5,2.25,1.0,2.0,1.0,0.0,0.0,37.0,0.0,0.0
PHI,2020,17,WAS,1,43.5,-6.5,25.0,18.5,3.0,1.5,3.0,2.0,0.0,0.0,20.0,8.0,12.0
PHI,2021,1,ATL,0,49.0,-3.5,26.25,22.75,2.5,1.5,3.0,0.0,0.0,0.0,6.0,10.0,15.0
PHI,2021,2,SF,1,49.0,-3.0,26.0,23.0,2.25,1.75,0.0,0.0,0.0,0.0,17.0,1.0,1.5
PHI,2021,3,DAL,0,51.5,-3.5,27.5,24.0,2.75,1.0,4.0,0.0,1.0,1.0,41.0,8.0,12.0
PHI,2021,4,KC,1,53.5,-7.5,30.5,23.0,1.25,1.5,1.0,1.0,0.0,0.0,42.0,-1.0,-1.5
PHI,2021,5,CAR,0,46.0,-2.5,24.25,21.75,2.75,1.0,3.0,3.0,0.0,0.0,18.0,10.0,15.0
PHI,2021,6,TB,1,53.0,-7.0,30.0,23.0,2.25,0.25,0.0,1.0,0.0,0.0,28.0,1.0,1.5
PHI,2021,7,LV,0,48.0,-1.0,24.5,23.5,3.0,0.75,0.0,1.0,0.0,0.0,33.0,1.0,1.5
PHI,2021,8,DET,0,48.5,3.0,22.75,25.75,2.75,1.75,6.0,0.0,1.0,1.0,6.0,21.0,31.5
PHI,2021,9,LAC,1,49.5,-1.0,25.25,24.25,2.25,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
PHI,2021,10,DEN,0,44.5,-1.0,22.75,21.75,3.75,1.75,1.0,0.0,1.0,1.0,13.0,13.0,19.5
PHI,2021,11,NO,1,42.5,2.5,20.0,22.5,2.0,0.75,0.0,2.0,1.0,1.0,29.0,11.0,16.5
PHI,2021,12,NYG,0,45.5,4.0,20.75,24.75,2.5,1.25,1.0,0.0,0.0,0.0,13.0,5.0,7.5
PHI,2021,13,NYJ,0,44.0,5.0,19.5,24.5,2.25,2.25,2.0,1.0,0.0,0.0,18.0,5.0,7.5
PHI,2021,15,WAS,1,39.5,10.0,14.75,24.75,2.5,1.75,2.0,0.0,0.0,0.0,17.0,3.0,4.5
PHI,2021,16,NYG,1,41.0,11.0,15.0,26.0,1.75,1.75,2.0,2.0,0.0,1.0,10.0,16.0,24.0
PHI,2021,17,WAS,0,44.5,6.5,19.0,25.5,3.25,1.75,3.0,1.0,0.0,0.0,16.0,6.0,9.0
PHI,2021,18,DAL,1,46.0,-6.5,26.25,19.75,2.75,1.0,1.0,0.0,0.0,0.0,51.0,-3.0,-4.5
PHI,2021,19,TB,0,45.5,-7.5,26.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,-1.0,-1.5
PHI,2022,1,DET,0,49.0,6.0,21.5,27.5,0.75,1.25,1.0,1.0,0.0,1.0,35.0,5.0,7.5
PHI,2022,2,MIN,1,49.5,2.5,23.5,26.0,2.25,0.25,2.0,3.0,0.0,0.0,7.0,12.0,18.0
PHI,2022,3,WAS,0,47.0,6.0,20.5,26.5,3.0,1.25,9.0,0.0,1.0,0.0,8.0,15.0,22.5
PHI,2022,4,JAX,1,44.0,6.5,18.75,25.25,0.75,0.25,4.0,1.0,4.0,0.0,21.0,14.0,21.0
PHI,2022,5,ARI,0,48.5,5.5,21.5,27.0,1.75,0.5,1.0,1.0,0.0,0.0,17.0,4.0,6.0
PHI,2022,6,DAL,1,42.5,6.5,18.0,24.5,1.25,0.25,0.0,3.0,0.0,0.0,17.0,7.0,10.5
PHI,2022,8,PIT,1,43.0,11.0,16.0,27.0,2.5,2.25,6.0,1.0,1.0,0.0,13.0,14.0,21.0
PHI,2022,9,HOU,0,45.5,14.0,15.75,29.75,2.25,1.25,3.0,2.0,0.0,0.0,17.0,8.0,12.0
PHI,2022,10,WAS,1,43.0,11.0,16.0,27.0,2.25,1.25,3.0,1.0,1.0,0.0,32.0,6.0,9.0
PHI,2022,11,IND,0,45.5,6.5,19.5,26.0,3.75,1.75,4.0,0.0,1.0,0.0,16.0,7.0,10.5
PHI,2022,12,GB,1,46.0,6.5,19.75,26.25,1.5,1.25,3.0,2.0,0.0,0.0,33.0,6.0,9.0
PHI,2022,13,TEN,1,44.5,5.0,19.75,24.75,2.0,0.5,6.0,0.0,0.0,0.0,10.0,10.0,15.0
PHI,2022,14,NYG,0,44.5,7.5,18.5,26.0,3.0,1.0,7.0,0.0,1.0,0.0,22.0,9.0,13.5
PHI,2022,15,CHI,0,48.0,8.5,19.75,28.25,2.25,1.75,6.0,0.0,1.0,0.0,20.0,9.0,13.5
PHI,2022,16,DAL,0,48.0,-4.0,26.0,22.0,1.25,1.75,6.0,1.0,0.0,1.0,40.0,10.0,15.0
PHI,2022,17,NO,1,41.5,5.5,18.0,23.5,1.25,1.0,7.0,1.0,0.0,0.0,20.0,10.0,15.0
PHI,2022,18,NYG,1,42.5,16.5,13.0,29.5,2.5,1.0,2.0,0.0,0.0,0.0,16.0,3.0,4.5
PHI,2022,20,NYG,1,48.0,8.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0
PHI,2022,21,SF,1,45.0,2.5,21.25,23.75,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0
PHI,2022,22,KC,1,51.0,1.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,-4.0,-6.0
PHI,2023,1,NE,0,44.5,3.5,20.5,24.0,2.0,1.5,2.0,1.0,1.0,1.0,20.0,13.0,19.5
PHI,2023,2,MIN,1,49.0,6.0,21.5,27.5,2.0,2.25,2.0,0.0,3.0,0.0,28.0,7.0,10.5
PHI,2023,3,TB,0,44.0,6.0,19.0,25.0,1.0,0.5,2.0,1.0,1.0,0.0,11.0,10.0,15.0
PHI,2023,4,WAS,1,43.0,9.5,16.75,26.25,5.5,2.5,5.0,0.0,0.0,0.0,31.0,4.0,6.0
PHI,2023,5,LA,0,50.5,3.5,23.5,27.0,2.25,1.25,4.0,0.0,0.0,0.0,14.0,5.0,7.5
PHI,2023,6,NYJ,0,43.0,6.5,18.25,24.75,3.0,1.75,5.0,0.0,0.0,0.0,20.0,6.0,9.0
PHI,2023,7,MIA,1,52.0,3.0,24.5,27.5,1.25,1.5,4.0,1.0,0.0,0.0,17.0,7.0,10.5
PHI,2023,8,WAS,0,42.5,7.0,17.75,24.75,5.25,1.0,1.0,1.0,0.0,0.0,31.0,2.0,3.0
PHI,2023,9,DAL,1,46.5,3.5,21.5,25.0,3.75,1.25,5.0,0.0,1.0,0.0,23.0,7.0,10.5
PHI,2023,11,KC,0,46.0,-2.5,24.25,21.75,2.0,2.0,1.0,1.0,1.0,0.0,17.0,6.0,9.0
PHI,2023,12,BUF,1,49.0,2.5,23.25,25.75,1.0,2.0,1.0,1.0,0.0,0.0,34.0,2.0,3.0
PHI,2023,13,SF,1,46.5,-3.0,24.75,21.75,2.25,1.25,2.0,0.0,0.0,0.0,42.0,-2.0,-3.0
PHI,2023,14,DAL,0,52.5,-3.5,28.0,24.5,1.0,0.5,3.0,0.0,1.0,1.0,33.0,10.0,15.0
PHI,2023,15,SEA,0,46.0,5.0,20.5,25.5,3.25,1.25,2.0,0.0,0.0,0.0,20.0,3.0,4.5
PHI,2023,16,NYG,1,41.0,14.0,13.5,27.5,5.5,0.75,1.0,1.0,0.0,0.0,25.0,3.0,4.5
PHI,2023,17,ARI,1,48.0,12.0,18.0,30.0,2.75,0.5,1.0,1.0,0.0,1.0,35.0,5.0,7.5
PHI,2023,18,NYG,0,43.0,4.5,19.25,23.75,3.5,1.0,2.0,1.0,0.0,0.0,27.0,4.0,6.0
PHI,2023,19,TB,0,43.0,2.5,20.25,22.75,0.0,0.0,0.0,0.0,0.0,0.0,32.0,-1.0,-1.5
PHI,2024,1,GB,1,49.5,2.0,23.75,25.75,1.0,0.5,2.0,1.0,0.0,0.0,29.0,3.0,4.5
PHI,2024,2,ATL,1,46.5,5.5,20.5,26.0,1.5,2.5,1.0,0.0,0.0,0.0,22.0,1.0,1.5
PHI,2024,3,NO,0,49.0,-2.5,25.75,23.25,1.5,0.25,1.0,1.0,0.0,0.0,12.0,7.0,10.5
PHI,2024,4,TB,0,42.0,1.0,20.5,21.5,4.0,0.75,2.0,0.0,1.0,0.0,33.0,3.0,4.5
PHI,2024,6,CLE,1,42.0,8.0,17.0,25.0,5.0,1.0,5.0,0.0,0.0,0.0,16.0,6.0,9.0
PHI,2024,7,NYG,0,42.0,3.0,19.5,22.5,2.0,1.25,8.0,0.0,0.0,0.0,3.0,15.0,22.5
PHI,2024,8,CIN,0,47.5,-2.5,25.0,22.5,2.5,0.75,1.0,1.0,1.0,0.0,17.0,6.0,9.0
PHI,2024,9,JAX,1,46.0,7.5,19.25,26.75,1.25,1.5,2.0,2.0,0.0,0.0,23.0,6.0,9.0
PHI,2024,10,DAL,0,44.5,7.5,18.5,26.0,2.75,2.5,3.0,1.0,4.0,0.0,6.0,20.0,30.0
PHI,2024,11,WAS,1,49.5,4.5,22.5,27.0,1.5,0.0,3.0,1.0,0.0,0.0,18.0,6.0,9.0
PHI,2024,12,LA,0,49.0,3.0,23.0,26.0,1.0,1.0,5.0,0.0,1.0,0.0,20.0,8.0,12.0
PHI,2024,13,BAL,0,50.0,-3.0,26.5,23.5,1.0,0.75,3.0,0.0,0.0,0.0,19.0,4.0,6.0
PHI,2024,14,CAR,1,44.5,14.0,15.25,29.25,1.25,0.75,1.0,1.0,0.0,0.0,16.0,4.0,6.0
PHI,2024,15,PIT,1,43.0,5.5,18.75,24.25,2.75,1.25,2.0,0.0,2.0,0.0,13.0,10.0,15.0
PHI,2024,16,WAS,0,47.0,4.0,21.5,25.5,4.25,1.25,1.0,2.0,3.0,0.0,36.0,7.0,10.5
PHI,2024,17,DAL,1,37.5,7.5,15.0,22.5,1.25,0.5,1.0,2.0,2.0,1.0,7.0,19.0,28.5
PHI,2024,18,NYG,1,36.5,3.0,16.75,19.75,2.0,1.25,0.0,1.0,0.0,0.0,13.0,6.0,9.0
PHI,2024,19,GB,1,45.5,5.5,20.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0
PHI,2024,20,LA,1,43.5,7.0,18.25,25.25,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
PHI,2024,21,WAS,1,46.5,6.0,20.25,26.25,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
